JCAT,Name,TDate,Program,Category,Result
S01515,[Nav Rod],1965 Aug 13,NRL Cal,CAL,U
S01516,[Gemini GT-5],1965 Aug 29 1255,Gemini,SS,U
S01518,[REP],1965 Aug 27?,TDA,TECH,U
S01520,[debris]  (65H PL?),1965 Aug 13,NRL Cal,CAL,U
S01523,Cosmos 79,1965 Sep  2 0700?,Zenit-4,IMG,U
S01570,Cosmos 80,1966?,Strela-1,COM,U
S01571,Cosmos 81,1966?,Strela-1,COM,U
S01572,Cosmos 82,1966?,Strela-1,COM,U
S01573,Cosmos 83,1966?,Strela-1,COM,U
S01574,Cosmos 84,1966?,Strela-1,COM,U
S01577,[debris]  (65K PL?),1972,SURCAL,CAL,U
S01578,Cosmos 85,1965 Sep 17 0655?,Zenit-4,IMG,U
S01580,,1966 Sep 22,DAPP2,MET,S
S01584,Cosmos 86,1966?,Strela-1,COM,U
S01585,Cosmos 87,1966?,Strela-1,COM,U
S01586,Cosmos 88,1966?,Strela-1,COM,U
S01587,Cosmos 89,1966?,Strela-1,COM,U
S01588,Cosmos 90,1966?,Strela-1,COM,U
S01602,,1965 Oct  2,CORONA J,IMG,U
S01603,Cosmos 91,1965 Oct  1 0657?,Zenit-4,IMG,U
S01609,,1965 Oct  3?,AFP-206,IMG,U
S01610,Luna 7,1965 Oct  7,E-6,PLAN,U
S01613,,1967 Apr,OV1 X,SCI,U
S01615,,1965 Oct 15,CORONA J,IMG,U
S01620,[OGO 2],1971 Nov  1,POGO,SCI,U
S01621,2nd Molniya-1,1966 Feb 18,Molniya-1,COM,U
S01626,Cosmos 92,1965 Oct 24 0643?,Zenit-4,IMG,U
S01629,Cosmos 93,1965 Dec 16,DS-U2-V,TECH?,U
S01636,Cosmos 94,1965 Nov  5 0643?,Zenit-4,IMG,U
S01637,,1965 Nov  7,CORONA J,IMG/SCI,U
S01640,[LCS 2],1965 Oct 15,LCS,CAL,U
S01641,OV2-1,1965 Oct 15,OV2,SCI,U
S01701,Proton 2,1966 Feb  6,N-4,SCI,U
S01706,Cosmos 95,1965 Nov  4,DS-U2-V,TECH,F
S01726,[Explorer 29],1968 Feb 16,Explorer BE,GEOD,U
S01728,,1965 Nov 10,AFP-206,IMG,U
S01730,Venera 2,1965 Dec?,3MV,PLAN,U
S01733,Venera 3,1966 Jan?,3MV,PLAN,U
S01738,[Explorer 30],1967 Nov 20,Solrad24,AST,U
S01742,Cosmos 96,1965 Nov 23,3MV,PLAN,U
S01777,Cosmos 97,1966 Jan 23,DS-U2-M,TECH,U
S01778,A-I,1965 Nov 26,Diamant Tech,TECH,U
S01780,Cosmos 98,1965 Dec  5 0800?,Zenit-2 A,IMG,U
S01804,[Alouette 2],,Alouette,SCI,U
S01806,[Explorer 31],1971 Jan 15,Explorer IE,SCI,U
S01810,Luna 8,1965 Dec  6,E-6,PLAN,U
S01812,[Gemini GT-7],1965 Dec 18 1405,Gemini,SS,U
S01814,FR-1,1968 Aug 26 0623,CNES US,SCI,U
S01816,,1965 Dec 11,CORONA J,IMG,U
S01817,Cosmos 99,1965 Dec 18 0545?,Zenit-2 A,IMG,U
S01822,Transtage 4,1965 Oct 15,Transtage,TECH,U
S01839,[Gemini GT-6],1965 Dec 16 1528,Gemini,SS,U
S01841,[Pioneer 6],2000 Dec  8,Solar Pioneer,PLAN,U
S01843,Cosmos 100,1966 Jan 27,Meteor A,MET,U
S01846,Cosmos 101,1966 Mar 11,DS-P1-Yu A,CAL,U
S01864,,1966 Aug  5,NNS A,NAV,U
S01866,,1966 Jan  2,CORONA J,IMG,U
S01867,Cosmos 102,1965 Dec 28 0000?,US-A Test,TECH,U
S01868,Cosmos 103,1966?,Strela-2,COM,U
S01870,,1966 May?,LES,COM,U
S01902,[Oscar],1966 Mar 16,OSCAR,COM,U
S01903,Cosmos 104,1966 Jan 15 0600?,Zenit-2 A,IMG,U
S01939,,1966 Jan 24?,AFP-206,IMG,U
S01941,,1968 Apr  6,LES,COM,U
S01945,Cosmos 105,1966 Jan 30 0614?,Zenit-2 A,IMG,U
S01949,Cosmos 106,1966 Nov 14,DS-P1-I L,CAL,U
S01952,,1966?,NNS N,NAV,U
S01954,Luna 9,1966 Feb  6,E-6M,PLAN,U
S01968,,1966 Feb 12,CORONA J,IMG,U
S01982,[ESSA 1],1968 Jun 13,TOS,MET,U
S01997,,1966 Sep  6,SAMOS F-2,SIG,U
S01998,Cosmos 107,1966 Feb 18 0630?,Zenit-2 A,IMG,U
S02002,Cosmos 108,1966 Feb 26,DS-U1-G,SCI,U
S02012,,1966 Feb 20?,AFP-206,IMG,U
S02014,,1966 Feb 15,AAS,CAL?,U
S02015,,1966 Feb 15,AAS,CAL?,U
S02016,D-I,1972 Jan 23,Diamant Geod,GEOD,S
S02019,Cosmos 109,1966 Feb 27 0750?,Zenit-4,IMG/BIO,U
S02070,Cosmos 110,1966 Mar 16 1409,Voskhod,SS/BIO,S
S02091,[ESSA 2],1970 Oct 17,TOS,MET,S
S02093,Cosmos 111,1966 Mar  1,E-6S,PLAN,F
S02099,,1966 Mar 19,CORONA J,IMG,U
S02104,[Target Agena],1966 Mar 25,TDA,SS,U
S02105,[Gemini GT-8],1966 Mar 17 0322,Gemini,SS,U
S02107,Cosmos 112,1966 Mar 25 0530?,Zenit-2 A,IMG,U
S02109,,1966 Mar 22?,AFP-206,IMG,U
S02114,Cosmos 113,1966 Mar 29 0740?,Zenit-4,IMG,U
S02119,,1967 Feb 25,NNS A,NAV,U
S02121,,1966?,OV1 X,SCI,U
S02122,,1966?,OV1 X,EW/TECH,U
S02125,,1968 May  3,DAPP2,MET,S
S02126,Luna 10,1966 May 29,E-6S,PLAN,U
S02133,Cosmos 114,1966 Apr 14 0712?,Zenit-4,IMG,U
S02136,,1966 Apr 18,CORONA J,IMG,U
S02139,[Surveyor Model],1966 Apr  8,Surveyor Model,TECH,U
S02142,[OAO 1],1966 Apr 10,OAO,AST,F
S02143,AC-8,1966 Apr  8,AC,TECH,U
S02146,,1966 Apr 23?,AFP-206,IMG,U
S02147,Cosmos 115,1966 Apr 28 0910?,Zenit-2 A,IMG,U
S02150,,1967 Feb,OV3,SCI,U
S02151,Molniya-1,1966 Sep  2,Molniya-1,COM,U
S02152,Cosmos 116,1966 Dec  3,DS-P1-Yu A,CAL,U
S02163,Cosmos 117,1966 May 14 0825?,Zenit-2 A,IMG,U
S02168,Cosmos 118,1966?,Meteor A,MET,U
S02171,,1966 May 19?,AFP-206,IMG,U
S02172,,1966 May 14,EHH B,SIG,U
S02173,[Nimbus 2],1969 Jan 18,Nimbus,MET,U
S02176,,1967 Mar  1,NNS A,NAV,U
S02181,,1966 Jun  4,CORONA J,IMG,U
S02182,Cosmos 119,1966 May 26,DS-U2-I,SCI,U
S02183,[Explorer 32],1967 Mar 26,Explorer AE,SCI,U
S02185,[Surveyor],1967 Jan  7,Surveyor A-21,PLAN,U
S02186,[Atlas/ATDA],1966 Jun 14,TDA,SS,U
S02191,[Gemini 9A],1966 Jun  6 1400,Gemini,SS,U
S02192,,1966 Jun  8?,AFP-206,IMG,U
S02195,[OGO III],1972 Feb 29,EGO,SCI,U
S02196,Cosmos 120,1966 Jun 16 0936?,Zenit-2 B,IMG,U
S02200,,1966 Jun 30,Midas RTS-I,EW,U
S02201,,1968?,OV3,TECH,U
S02202,,1967 Mar?,ORS II,TECH,U
S02205,,1967 Jul?,Secor II,GEOD,U
S02207,,1968?,GGTS,TECH,U
S02210,Cosmos 121,1966 Jun 25 0615?,Zenit-4,IMG,U
S02215,,1969?,IDCSP,COM,U
S02216,,1969?,IDCSP,COM,U
S02217,,1969?,IDCSP,COM,U
S02218,,1969?,IDCSP,COM,U
S02219,,1969?,IDCSP,COM,U
S02220,,1969?,IDCSP,COM,U
S02221,,1969?,IDCSP,COM,U
S02222,,1966 Jun 16,Transtage,TECH,U
S02227,,1966 Jul  1,CORONA J,IMG,S
S02253,[Pageos],1966 Jun 24,Pageos,GEOD,S
S02254,Cosmos 122,1966 Oct,Meteor A,MET,U
S02258,[Explorer 33],1971 May 31,IMP,SCI,U
S02289,S-IVB,1966 Jul  5,Saturn IB,TECH,U
S02290,Proton 3,1966 Sep 16?,N-4,SCI,U
S02291,,1966 Jul  5,Saturn E,TECH,U
S02295,Cosmos 123,1966 Dec 10,DS-P1-Yu A,CAL,U
S02322,,1966 Jul 19?,AFP-206,IMG,U
S02324,,1966 Jul 14,OV1 A,COM,U
S02325,Cosmos 124,1966 Jul 22 0921?,Zenit-2 B,IMG,U
S02348,[Agena 10],1966 Jul 25,TDA,SS,U
S02349,[Gemini 10],1966 Jul 21 2107,Gemini,SS,U
S02351,Cosmos 125,1966 Jul 23 1500?,US-A Test,SIG,U
S02368,Cosmos 126,1966 Aug  6 0620?,Zenit-4,IMG,U
S02376,,1966 Aug  6,KH8A,IMG,U
S02389,,,OV3,SCI,U
S02391,Cosmos 127,1966 Aug 16 0940?,Zenit-4,IMG,U
S02393,,1966 Aug 23,CORONA J-2,IMG,U
S02394,[Lunar Orbiter I],1966 Oct 29,LO,PLAN,U
S02396,,1966 Aug 22?,AFP-206,IMG,U
S02397,,1967 Oct 14,EHH B,SIG,U
S02398,[Pioneer 7],1995 Mar 31,Solar Pioneer,PLAN,U
S02401,,1975?,NNS A,NAV,U
S02403,,1967 Jul 10,Midas RTS-I,EW,U
S02406,Luna 11,1966 Sep?,E-6LF,PLAN,U
S02409,Cosmos 128,1966 Sep  4 0940?,Zenit-4,IMG,U
S02411,,,Secor II,GEOD,S
S02412,,,ORS II,TECH,U
S02414,[Agena],1966 Sep 20,TDA,SS,U
S02415,[Gemini 11],1966 Sep 15 1359,Gemini,SS,U
S02418,,1968 Nov 13,DAPP 4A,MET,U
S02419,,1966 Sep 21?,AFP-206,IMG,U
S02420,,1967 Dec   7,EHH B,SIG,U
S02425,[Surveyor 2],1966 Sep 22,Surveyor A-21,PLAN,U
S02427,,1966 Sep 30,CORONA J,IMG,U
S02433,,1966 Oct  7?,KH8A,IMG,U
S02435,[ESSA 3],1968 Oct  9,TOS,MET,U
S02437,,1966 Sep 17,OGCh,WEAPON,N
S02481,,1967 Oct 12,Midas RTS-I,EW,U
S02489,,1966 Oct 17?,AFP-206,IMG,U
S02491,Cosmos 129,1966 Oct 21 0614?,Zenit-2 A,IMG,U
S02501,Molniya 1,1968 Jan 29,Molniya-1,COM,U
S02502,Cosmos 130,1966 Oct 28 0645?,Zenit-4,IMG,U
S02508,Luna 12,1967 Jan 19,E-6LF,PLAN,U
S02512,[Surveyor Model],1966 Oct 27,Surveyor Model,TECH,U
S02513,AC-9,1966 Oct 26,AC,TECH,U
S02514,[Intelsat 2],1967,Int2,COM,U
S02517,,1967?,OV3,SCI,U
S02520,,1966 Oct  5,Secor II,GEOD,F
S02523,,1966 Nov  7?,AFP-206,IMG,U
S02524,,1966 Dec  6,OV4,SS,U
S02526,,1966 Dec?,OV4,TECH,U
S02527,,1966 Nov?,OV1 X,EW/TECH,U
S02528,,1966 Dec?,OV4,TECH,U
S02534,[Lunar Orbiter 2],1967 Oct 11,LO,PLAN,U
S02537,,1966 Nov 20,CORONA J-2,IMG,U
S02543,OGCh,1966 Nov  2,OGCh,WEAPON,N
S02565,[Agena Target],1966 Nov 15,TDA,SS,U
S02566,[Gemini 12],1966 Nov 15 1921,Gemini,SS,U
S02568,Cosmos 131,1966 Nov 20 0512?,Zenit-4,IMG,U
S02599,Cosmos 132,1966 Nov 27 0748?,Zenit-2 A,IMG,U
S02601,Cosmos 133,1966 Nov 30,7K-OK,SS,U
S02603,Cosmos 134,1966 Dec 11 0548?,Zenit-4,IMG,U
S02606,,1966 Dec 10?,AFP-206,IMG,U
S02608,[ATS-1],1985 Apr,ATS,COM,U
S02610,,1967?,OV1 X,TECH,U
S02611,,1967 Jun,OV1 X,SCI,U
S02612,Cosmos 135,1967 Apr 12,DS-U2-MP,SCI,U
S02618,,1966 Dec 24,KH8A,IMG,U
S02624,Cosmos 136,1966 Dec 27 0602?,Zenit-2 A,IMG,U
S02626,Luna 13,1966 Dec 28,E-6M,PLAN/RV,U
S02627,Cosmos 137,1967 May 12,DS-U2-D,SCI,U
S02631,[Biosatellite I],1966 Dec 17?,Biosatellite,BIO,S
S02632,Biosatellite 1 Capsule,1966 Dec 17?,Bios SRV,BIO/RV,F
S02634,,1967 Jun 19,MULTIGROUP,SIG,U
S02639,[2nd Intelsat 2],1977 May,Int2,COM,U
S02642,,1967 Jan 26,CORONA J,IMG,U
S02645,,1971,IDCSP,COM,U
S02646,Cosmos 138,1967 Jan 27 0628?,Zenit-2 A,IMG,U
S02649,,1971?,IDCSP,COM,U
S02650,,1971?,IDCSP,COM,U
S02651,,1971?,IDCSP,COM,U
S02652,,1971?,IDCSP,COM,U
S02653,,1981 Jun?,IDCSP,COM,U
S02654,,1971?,IDCSP,COM,U
S02655,,1971?,IDCSP,COM,U
S02656,Cosmos 139,1967 Jan 25,OGCh,WEAPON,U
S02657,[ESSA 4],1968 May  5,TOS,MET,U
S02660,,1967 Jan 18,Transtage,TECH,U
S02664,,1967 Feb  7?,AFP-206,IMG,U
S02666,[Lunar Orbiter 3],1967 Oct  9,LO,PLAN,U
S02667,Cosmos 140,1967 Feb  9 0249,7K-OK,SS,U
S02669,,1967 May 19,DAPP 4A,MET,U
S02670,Cosmos 141,1967 Feb 16 0522?,Zenit-4,IMG,U
S02674,Diadem I,1970 Jan  2,Diamant Geod,GEOD,S
S02678,Cosmos 142,1967 Jul  6,DS-U2-I,SCI,U
S02680,Diadem II,1967 Apr  5,Diamant Geod,GEOD,S
S02686,,1967 Mar  5,CORONA J,IMG,U
S02687,,1967 Mar  6,KH8A,IMG,U
S02693,Cosmos 143,1967 Mar  7 0600?,Zenit-2 A,IMG,U
S02695,Cosmos 144,1968?,Meteor B,MET,U
S02697,Cosmos 145,1967 Apr 30,DS-U2-M,TECH,U
S02703,[OSO 3],1969 Nov 10,OSO,AST,U
S02705,Cosmos 146,1967 Mar 12,L-1,SS,U
S02710,Cosmos 147,1967 Mar 21 0633?,Zenit-2 A,IMG,U
S02712,Cosmos 148,1967 May  7,DS-P1-I L,CAL,U
S02714,Cosmos 149,1967 Apr  7,DS-MO,SCI,U
S02715,Cosmos 150,1967 Mar 30 0651?,Zenit-4,IMG,U
S02717,[Intelsat 2],1977 May,Int2,COM,U
S02720,Cosmos 151,1968?,Strela-2,COM,U
S02722,Cosmos 152,1967 Jun  8,DS-P1-Yu A,CAL,U
S02736,,1967 Apr  8,CORONA J,IMG,U
S02740,Cosmos 153,1967 Apr 12 0755,Zenit-2 A,IMG,U
S02743,[ATS 2],1967 Oct 23,ATS,COM/MET,U
S02746,Cosmos 154,1967 Apr 10,L-1,SS,U
S02750,Cosmos 155,1967 Apr 20 1047?,Zenit-4,IMG,U
S02754,,1981?,NNS A,NAV,U
S02756,[Surveyor 3],1967 May  4,Surveyor A-21,PLAN,U
S02757,[ESSA 5],1970 Feb 20,TOS,MET,U
S02759,Soyuz 1,1967 Apr 24,7K-OK,SS,U
S02761,San Marco II,1967 Oct 14,San Marco,SCI,U
S02762,Cosmos 156,1967 Oct?,Meteor B,MET,U
S02765,,1972 Jul,Vela,EW,U
S02766,,1972 Jul,Vela,EW,U
S02767,,1968 Jun  3,ORS III,AST,U
S02768,,,ORS III,TECH,U
S02769,,1968?,ORS III,SCI,U
S02770,Transtage 10,1967 Apr 28,Transtage,TECH,U
S02772,[Lunar Orbiter 4],1967 Jul 17,LO,PLAN,U
S02773,[UK Ariel 3],1969 Sep,UK,SCI,U
S02779,,1967 May 24,CORONA J-2,IMG,U
S02780,,1967 Jul 23,EHH B,SIG,U
S02781,Cosmos 157,1967 May 20 0915,Zenit-2 A,IMG,U
S02801,Cosmos 158,1967 May,Tsiklon A1,NAV,U
S02805,Cosmos 159,1967?,E-6LS,PLAN,U
S02806,Cosmos 160,1967 May 17,OGCh,WEAPON,U
S02807,,1989 Feb 15,NNS A,NAV,U
S02812,Cosmos 161,1967 May 30 0854?,Zenit-4,IMG,U
S02813,,1967 May 30,AFP-206,IMG,U
S02817,[Explorer 34],1969 Apr 28,IMP,SCI,U
S02822,Molnia 1,1967 Jun?,Molniya-1,COM,F
S02826,,1967 May 31,NRL Cal,CAL,U
S02827,Cosmos 162,1967 Jun  9 1030?,Zenit-4,IMG,U
S02828,,1972 May?,POPPY,SIG,U
S02831,,1967 Jun 12,AFP-206,IMG,U
S02832,Cosmos 163,1967 Oct 11,DS-U2-MP,SCI,U
S02834,,1971 May?,POPPY,SIG,U
S02836,Cosmos 164,1967 Jun 14 0752?,Zenit-2 B,IMG,U
S02840,Venera 4,1967 Oct 18,4V-1A,PLAN,U
S02842,Cosmos 165,1967 Jun 24,DS-P1-Yu B,CAL,U
S02845,[Mariner V],1968 Nov  5,Mariner,PLAN,U
S02847,,1969 May?,Timation,NAV,U
S02848,Cosmos 166,1967 Sep 26,DS-U3-S,AST,U
S02850,,1967 Jul  1,CORONA J-2,IMG,U
S02851,,1968 Oct 22,EHH B,SIG,U
S02852,Cosmos 167,1967 Jun 17,4V-1A,PLAN,U
S02858,,1967 Jun 30,KH8A,IMG,U
S02861,,1972?,Secor II,GEOD,S
S02862,,1972?,IDCSP,COM,U
S02863,,1972?,IDCSP,COM,U
S02864,,1972?,IDCSP,COM,U
S02865,OPS 9334 (DATS),1972?,IDCSP,COM,U
S02866,,1972?,LES,COM,U
S02867,,1972?,DODGE,TECH,U
S02868,Transtage 14,1967 Jul  1,Transtage,TECH,U
S02869,Cosmos 168,1967 Jul 12 0939?,Zenit-2 B,IMG,U
S02872,,1967 May,NRL Cal,CAL,U
S02873,,1971,POPPY,SIG,U
S02874,,1973,POPPY,SIG,U
S02875,[Surveyor 4],1967 Jul 17,Surveyor A-21,PLAN,F
S02876,,1969?,STP1,SCI,U
S02878,Cosmos 169,1967 Jul 17,OGCh,WEAPON,U
S02884,[Explorer 35],1973 Jun 24,IMP,SCI,S
S02890,,1967 Dec 28,MULTIGROUP,SIG,U
S02893,,1967 Jul 28?,OV1 X,SCI,F
S02895,[OGO 4],1971 Sep 27,POGO,SCI,U
S02901,,1968?,OV1 F,SCI,U
S02902,Cosmos 170,1967 Jul 31,OGCh,WEAPON,U
S02907,[Lunar Orbiter 5],1968 Jan 31,LO,PLAN,U
S02909,,1968?,SURCAL,CAL?,U
S02910,,1967 Aug 22,CORONA J-2,IMG/SCI,U
S02911,Cosmos 171,1967 Aug  8,OGCh,WEAPON,U
S02914,Cosmos 172,1967 Aug 17 0425?,Zenit-4,IMG,U
S02919,,1967 Aug 29,KH8A,IMG,U
S02920,,1970 Jun  6,DAPP 4A,MET,U
S02921,Cosmos 173,1967 Dec  3,DS-P1-Yu A,CAL,U
S02925,Cosmos 174,1968 Apr?,Molniya-1,COM,U
S02935,[Biosatellite 2],1967 Sep 11,Biosatellite,BIO,S
S02937,[Surveyor 5],1967 Dec 17,Surveyor A-21A,PLAN,S
S02939,Cosmos 175,1967 Sep 19 0630?,Zenit-4,IMG,U
S02942,Cosmos 176,1967 Nov 11,DS-P1-Yu B,CAL,U
S02946,,1967 Sep 28,CORONA CR,IMG,U
S02947,Cosmos 177,1967 Sep 24 0604,Zenit-2 B,IMG,U
S02951,Cosmos 178,1967 Sep 19,OGCh,WEAPON,U
S02952,,1967 Sep 30,KH8A,IMG,U
S02962,Cosmos 179,1967 Sep 22,OGCh,WEAPON,U
S02965,,1984 Oct 11,NNS A,NAV,U
S02966,Cosmos 180,1967 Oct  4 0600,Zenit-2 B,IMG,U
S02969,[Intelsat 2 F-4],1977 May,Int2,COM,U
S02973,Molniya 1,1968 Jun?,Molniya-1,COM,U
S02980,,1968 Mar 27,DAPP 4A,MET,U
S02981,Cosmos 181,1967 Oct 19 0630,Zenit-2 B,IMG,U
S02995,Cosmos 182,1967 Oct 24 0627?,Zenit-4,IMG,U
S03000,[OSO 4],1972 Feb,OSO,SCI,U
S03001,Cosmos 183,1967 Oct 18,OGCh,WEAPON,U
S03008,Molniya 1,1968 Jul?,Molniya-1,COM,U
S03010,Cosmos 184,1968 Feb?,Meteor B,MET,U
S03012,,1967 Nov  4,KH8A,IMG,U
S03013,Cosmos 185,1967 Oct 27?,IS 5V91,TECH,U
S03014,Cosmos 186,1967 Oct 31 0812,7K-OK,SS,U
S03016,Cosmos 187,1967 Oct 28,OGCh,WEAPON,U
S03020,Cosmos 188,1967 Nov  2,7K-OK,SS,U
S03021,Cosmos 189,1967 Oct 30,Tselina-O,SIG,U
S03024,,1967 Nov 11,CORONA J-2,IMG,U
S03025,,1968 Feb  7,EHH B,SIG,U
S03026,Cosmos 190,1967 Nov 11 0630?,Zenit-4,IMG,U
S03029,[ATS-3],2003?,ATS,COM/MET,U
S03031,[Surveyor 6],1967 Dec 14,Surveyor A-21A,PLAN,U
S03032,[Apollo 4],1967 Nov  9 2037,Apollo I,SS,U
S03033,S-IVB,1967 Nov  9,Saturn V,TECH,U
S03035,[ESSA 6],1969 Dec 12,TOS,MET,U
S03043,Cosmos 191,1968 Mar  2?,DS-P1-Yu A,CAL,U
S03047,Cosmos 192,1968?,Tsiklon A1,NAV,U
S03052,Cosmos 193,1967 Dec  3 0517,Zenit-2 B,IMG,U
S03054,WRESAT 1,1967 Dec  4,WRESAT,SCI,U
S03055,Cosmos 194,1967 Dec 11 0645?,Zenit-4,IMG,U
S03057,,1969 Mar  9,OV3,SCI,U
S03058,,1967 Dec 16,KH8A,IMG,U
S03063,,1967 Dec 24,CORONA CR,IMG,U
S03066,[Pioneer 8],2001 Jun,Solar Pioneer,PLAN,U
S03067,[TTS 1],1968 Apr 29,TTS,CAL,U
S03071,Cosmos 195,1967 Dec 24 0615,Zenit-2 B,IMG,U
S03074,Cosmos 196,1968 Feb  7,DS-U1-G,SCI,U
S03079,Cosmos 197,1968 Jan 30,DS-U2-V,TECH?,U
S03081,Cosmos 198,1967 Dec 28 0815?,US-A,SIG,U
S03091,[Surveyor 7],1968 Feb 21,Surveyor A-21A,PLAN,U
S03093,[Explorer 36],1973 Mar 27,Explorer BE,GEOD,U
S03097,,1969 Apr  3,MULTIGROUP,SIG,U
S03098,,1968 Feb  4,KH8A,IMG,U
S03100,Cosmos 200,1970?,Tselina-O,SIG,U
S03106,[Apollo 5],1968 Jan 23,LM AS,SS,U
S03107,,1968 Jan 23,LM DS,SS,U
S03108,S-IVB,1968 Jan 22,Saturn IB,TECH,U
S03113,,1968 Feb  9,CORONA J-2,IMG,U
S03114,,1969 May  8,EHH B,SIG,U
S03115,Cosmos 199,1968 Jan 24,Zenit-2 B,IMG,U
S03118,Cosmos 201,1968 Feb 14 0620?,Zenit-4,IMG,U
S03121,West Ford 4 Telem Package,1963 Dec  5,Westford TP,TECH,U
S03128,Cosmos 202,1968 Mar 24,DS-U2-V,TECH?,U
S03129,Cosmos 203,1969 Sep,Sfera,GEOD,U
S03133,,1976 Aug,NNS R,NAV,U
S03134,Zond 4,1968 Mar  9,L-1,SS,U
S03138,[OGO 5],1972 Jul 14,EGO,SCI,U
S03139,Cosmos 204,1969 Mar  2,DS-P1-I,CAL,U
S03140,Cosmos 205,1968 Mar 13 0645,Zenit-2 B,IMG,U
S03141,[Explorer 37],1974 Oct,Solrad,AST,U
S03148,,1968 Mar 24,KH8A,IMG,U
S03150,Cosmos 206,1968 May  5,Meteor B,MET,U
S03152,,1968 Mar 30,CORONA J-2,IMG,U
S03153,,1969 Mar  7,EHH B,SIG,U
S03154,Cosmos 207,1968 Mar 24 0755?,Zenit-4,IMG,U
S03156,Cosmos 208,1968 Apr  2 0614?,Zenit-2M,IMG,U
S03158,Cosmos 209,1968 Mar 22 2230?,US-A,SIG,U
S03167,Nauka,1968 Mar 29,Nauka 1KS,AST,U
S03168,Cosmos 210,1968 Apr 11 0711,Zenit-2 B,IMG,U
S03170,[Apollo 6],1968 Apr  4 2157,Apollo I,SS,U
S03171,S-IVB,1968 Apr  4,Saturn V,TECH,U
S03173,,1968 Jul 11,OV1 F,SCI,U
S03174,,1968 Apr 13,OV1 F,SCI,F
S03178,Luna 14,1968 Jun 24,E-6LS,PLAN,U
S03181,Cosmos 211,1968 Apr 13,DS-P1-Yu B,CAL,U
S03183,Cosmos 212,1968 Apr 20 0811?,7K-OK,SS,U
S03187,LTA-2R,1968 Apr  4,LTA,SS,U
S03193,Cosmos 213,1968 Apr 20 1013?,7K-OK,SS,U
S03199,,1968 Apr 29,KH8A,IMG,U
S03203,Cosmos 214,1968 Apr 26 0943?,Zenit-4,IMG,U
S03205,Cosmos 215,1968 Jun  6,DS-U1-A,AST,F
S03207,Cosmos 216,1968 Apr 28 1010,Zenit-2 B,IMG,U
S03209,Molniya 1,1969 Aug?,Molniya-1,COM,U
S03216,Cosmos 217,1968 Apr 26,IS 5V91,TARG,U
S03217,Cosmos 218,1968 Apr 25,OGCh,WEAPON,U
S03220,Cosmos 219,1969 Mar?,DS-U2-D,SCI,U
S03229,Cosmos 220,1968?,Tsiklon A1,NAV,U
S03232,,1968 May 15,CORONA CR,IMG,U
S03233,IRIS,1971 May?,ESRO,SCI,U
S03266,,1970 Jan 30,DAPP 4B,MET,U
S03269,Cosmos 221,1969 Jan 29,DS-P1-Yu C,CAL,U
S03272,Cosmos 222,1968 Oct 11,DS-P1-Yu A,CAL,U
S03274,Cosmos 223,1968 Jun  9 0627,Zenit-2 B,IMG,U
S03276,Cosmos 224,1968 Jun 12 0617?,Zenit-4,IMG,U
S03278,,1968 Jun 17,KH8A,IMG,U
S03279,Cosmos 225,1968 Jun 29,DS-U1-Ya,SCI,U
S03282,Cosmos 226,1969 Apr?,Meteor B,MET,U
S03284,OPS 9341 (IDSCS 19),1973?,IDCSP,COM,U
S03285,OPS 9342 (IDSCS 20),1973?,IDCSP,COM,U
S03286,OPS 9343 (IDSCS 21),1973?,IDCSP,COM,U
S03287,OPS 9344 (IDSCS 22),1973?,IDCSP,COM,U
S03288,OPS 9345 (IDSCS 23),1973?,IDCSP,COM,U
S03289,OPS 9346 (IDSCS 24),1973?,IDCSP,COM,U
S03290,OPS 9347 (IDSCS 25),1973?,IDCSP,COM,U
S03291,OPS 9348 (IDSCS 26),1973?,IDCSP,COM,U
S03292,Transtage 16,1968 Jun 13,Transtage,TECH,U
S03294,Cosmos 227,1968 Jun 26 0604?,Zenit-4,IMG,U
S03296,,1968 Jul  5,CORONA J-2,IMG,U
S03297,,1970 Jan 10,EHH B,SIG,U
S03298,Cosmos 228,1968 Jul  3 1004?,Zenit-2M,IMG,U
S03304,Cosmos 229,1968 Jul  4 0613?,Zenit-4,IMG,U
S03306,Nauka,1968 Jul  1,Nauka 1KS,SCI,U
S03307,[Explorer 38],1972 Dec 25,Explorer RAE,AST,U
S03308,Cosmos 230,1968 Nov  2,DS-U3-S,AST,U
S03310,Molniya 1,1970 Jul?,Molniya-1,COM,U
S03316,Cosmos 231,1968 Jul 18 1752,Zenit-2 B,IMG,U
S03318,,1968 Nov  6,OV1 F,SCI,U
S03319,,1968 Aug 19,OV1 A,SCI,U
S03322,Cosmos 232,1968 Jul 24 0650?,Zenit-4,IMG,U
S03326,Cosmos 233,1969 Feb  6,DS-P1-Yu B,CAL,U
S03332,Cosmos 234,1968 Aug  5 0743?,Zenit-4,IMG,U
S03334,,1973?,CANYON,SIG,U
S03335,,1968 Aug 16,KH8A,IMG,U
S03336,,1968 Aug 22,CORONA CR,IMG,U
S03337,[Explorer 39],1971 Jun,Explorer AD,SCI,U
S03338,[Explorer 40],1972?,Injun,SCI,U
S03339,Cosmos 235,1968 Aug 17 0544,Zenit-2 B,IMG,U
S03344,[ATS-4],1968 Oct 17,ATS,COM/TECH,U
S03345,[ESSA 7],1970 Mar 10,TOS,MET,U
S03347,Cosmos 236,1970?,Strela-2,COM,U
