LV_Name,LV_Family,LV_Manufacturer,LV_Max_Stage,Length,Diameter,Launch_Mass,LEO_Capacity,TO_Thrust,Class
MSBS M1,P-10                ,SEREB,2, 10.4 , 1.50 ,    18.0 ,       0 ,     440 ,M
MSBS M2,P-10                ,SEREB,2, 10.7 , 1.50 ,    20.0 ,       0 ,     440 ,M
MSBS M20,P-10                ,AELM,2, 10.7 , 1.50 ,    20.0 ,       0 ,     440 ,M
SSBS S112,P-10                ,SEREB,2, 12.6 , 1.50 ,    25.1 ,       0 ,     440 ,T
SSBS S01,P-10                ,SEREB,2, 15.1 , 1.50 ,    25.0 ,       0 ,     440 ,M
SSBS S02,P-16                ,SEREB,2, 14.8 , 1.50 ,    31.9 ,       0 ,     540 ,M
SSBS S2,P-16                ,SEREB,2, 14.8 , 1.50 ,    31.9 ,       0 ,     540 ,M
SSBS S3,P-16                ,AELM,2, 13.8 , 1.50 ,    25.8 ,       0 ,     540 ,M
Spaceship One,SS1                 ,SCAL,1,  5.0 , 1.50 ,     4.0 ,       0 ,,X
Spaceship Two,SS2                 ,SCAL,1, 18.3 , 2.30 ,     9.7 ,       0 ,,X
RT-15,RT-15               ,ARSL,2, 11.9 , 1.49 ,    16.0 ,       0 ,     412 ,M
RT-15M,RT-15               ,ARSL,2, 11.9 , 1.49 ,    16.0 ,       0 ,     412 ,M
Kestrel I,Kestrel1,ATSP,2, 10.2 , 1.46 ,     3.0 ,       0 ,      77 ,R
Hapith I,Kestrel1,ATSP,2, 10.2 , 1.46 ,     3.0 ,       0 ,      77 ,R
ETV,Mu                  ,NISST,2, 21.3 , 1.41 ,    39.4 ,       0 ,    1932 ,X
Mu-1,Mu                  ,NISST,4, 21.9 , 1.41 ,    40.0 ,       0 ,    1932 ,T
Mu-3D,Mu                  ,NISST,4, 23.6 , 1.41 ,    40.0 ,       0 ,    1932 ,X
Mu-4S,Mu                  ,NISST,4, 23.6 , 1.41 ,    43.6 ,     180 ,    1932 ,O
Mu-3C,Mu                  ,NISST,3, 20.2 , 1.41 ,    41.6 ,     195 ,    1932 ,O
Mu-3H,Mu                  ,NISST,4, 23.8 , 1.41 ,    44.7 ,     300 ,    2150 ,O
Mu-3S,Mu                  ,NISST,3, 23.8 , 1.41 ,    49.3 ,     300 ,    2150 ,O
Mu-3S-II,Mu                  ,NISST,3, 27.8 , 1.41 ,    61.7 ,     800 ,    1930 ,O
HANBIT-NANO,HANBIT,INNOSP,2, 21.8 , 1.40 ,    15.0 ,      90 ,     245 ,O
Emeraude VE121,Emeraude            ,SEREB,1, 17.9 , 1.40 ,    18.2 ,       0 ,     275 ,V
Saphir VE231,Emeraude            ,SEREB,2, 17.8 , 1.40 ,    18.0 ,       0 ,     275 ,V
Diamant A,Emeraude            ,SEREB,3, 18.9 , 1.40 ,    18.5 ,      40 ,     275 ,O
Diamant B,Emeraude            ,SEREB,3, 23.5 , 1.40 ,    24.6 ,     115 ,     348 ,O
Diamant BP.4,Emeraude            ,SEREB,3, 21.6 , 1.40 ,    26.3 ,     150 ,     316 ,O
Polaris AX,Polaris             ,LMSC,2,  7.6 , 1.37 ,    10.0 ,       0 ,,M
Polaris A1,Polaris             ,LMSC,2,  8.7 , 1.37 ,    13.0 ,       0 ,,M
Polaris A2E,Polaris             ,LMSC,2,  9.4 , 1.37 ,    14.7 ,       0 ,,M
Polaris A2,Polaris             ,LMSC,2,  9.4 , 1.37 ,    14.7 ,       0 ,,M
Polaris A3,Polaris             ,LMSC,2,  9.4 , 1.37 ,    16.2 ,       0 ,,M
STARS,Polaris             ,LMSC/SAND,3, 11.5 , 1.37 ,    16.7 ,       0 ,,M
Alfa,Alfa                ,AERIT,1,  6.5 , 1.37 ,     8.0 ,       0 ,     245 ,M
Squirt,Squirt              ,MDAC,2,  8.2 , 1.37 ,     3.4 ,       0 ,    3000 ,A
Sprint ABM,Sprint              ,MDAC,2,  8.2 , 1.37 ,     3.4 ,       0 ,    3000 ,A
HEDI,Sprint              ,MDAC,2,  8.2 , 1.37 ,     3.5 ,       0 ,    3000 ,A
Kuryer,Kuryer              ,MITT/VOTK,3, 11.2 , 1.36 ,    15.0 ,       0 ,,M
LRAShM,LRAShM,DRDO,2, 14.0 , 1.40 ,    20.0 ,       0 ,,M
Shuang Quxian 1,DF-21               ,XJRY,4, 24.0 , 1.40 ,    31.0 ,     280 ,     555 ,O
Gushenxing 1,DF-21               ,XIDO,4, 19.0 , 1.40 ,    30.0 ,     350 ,     590 ,O
Kairos,Kairos,SPONE,4, 18.0 , 1.35 ,    23.0 ,     250 ,,O
KT-1,DF-21               ,CASIC4A,4, 11.0 , 1.35 ,    20.0 ,      50 ,,O
Kuaizhou,DF-21               ,CASIC4A,4, 20.0 , 1.35 ,    30.0 ,     250 ,,O
Kuaizhou-1A,DF-21               ,CASIC4A,4, 20.0 , 1.35 ,    30.0 ,     250 ,,O
JL-1,DF-21               ,CASIC4A,2, 10.7 , 1.35 ,    14.7 ,       0 ,,M
DF-21,DF-21               ,CASIC4A,2, 10.7 , 1.35 ,    14.7 ,       0 ,,M
DF-26,DF-21               ,CASIC4A,2, 14.0 , 1.35 ,    20.0 ,       0 ,,M
DF-27,DF-21               ,CASIC4A,2, 14.0 , 1.35 ,    20.0 ,       0 ,,M
Zhuque-1,DF-21               ,CASIC4A,3, 19.0 , 1.35 ,    27.0 ,     400 ,     200 ,O
Shaheen 2,DF-21               ,PKNDC,2, 18.0 , 1.35 ,    25.0 ,       0 ,,M
Shaheen 3,DF-21               ,PKNDC,2, 18.0 , 1.35 ,    25.0 ,       0 ,,M
Ababeel,DF-21               ,PKNDC,3, 22.0 , 1.35 ,    25.0 ,       0 ,,M
Jericho II,Jericho             ,IAI,1, 15.0 , 1.35 ,    20.0 ,       0 ,     610 ,M
Jericho III,Jericho             ,IAI,2, 15.0 , 1.35 ,    20.0 ,       0 ,     610 ,M
Shavit,Jericho             ,IAI,3, 17.0 , 1.35 ,    26.0 ,     200 ,     610 ,O
Shavit 1,Jericho             ,IAI,3, 18.0 , 1.35 ,    30.0 ,     230 ,     610 ,O
Shavit 2,Jericho             ,IAI,3, 18.0 , 1.35 ,    30.0 ,     230 ,     610 ,O
Arrow 1,Jericho             ,IAI,1,  7.5 , 1.35 ,,       0 ,,A
RSA-3,Jericho             ,HOUW,3, 17.6 , 1.35 ,    23.6 ,     330 ,     451 ,M
Astra Rocket 3.1,Astra               ,ASTRV,2, 11.6 , 1.32 ,    11.0 ,      10 ,     140 ,O
Astra Rocket 3.2,Astra               ,ASTRV,2, 11.6 , 1.32 ,    11.0 ,      10 ,     140 ,O
Astra Rocket 3.3,Astra               ,ASTRV,2, 11.8 , 1.32 ,    11.0 ,      10 ,     140 ,O
Storm-2,SR19                ,OSCC,1,  9.9 , 1.32 ,    10.0 ,       0 ,     267 ,M
SR19,SR19                ,COLE,1,  6.0 , 1.32 ,     8.0 ,       0 ,     267 ,R
AltAir,SR19                ,SVC,1,  6.0 , 1.32 ,     8.0 ,       0 ,     267 ,M
eMRBM,SR19                ,LMCO,2, 15.5 , 1.32 ,    15.0 ,       0 ,     267 ,M
MRBM Target,SR19                ,LMCO,2, 15.5 , 1.32 ,    15.0 ,       0 ,     267 ,M
eMRBM-T1,SR19                ,OSCC,2, 15.5 , 1.32 ,    15.0 ,       0 ,     267 ,M
Janus,SR19                ,OSCC,2, 11.2 , 1.32 ,    10.8 ,       0 ,     267 ,M
MRBM-T1,SR19                ,LMCO,2, 15.5 , 1.32 ,    15.0 ,       0 ,     267 ,M
MRBM-T2,SR19                ,LMCO,2, 15.5 , 1.32 ,    15.0 ,       0 ,     267 ,M
MRBM-T3,SR19                ,OSCC,2, 15.0 , 1.32 ,    15.0 ,       0 ,     267 ,M
SR19/SR19,SR19                ,OSCC,2, 15.5 , 1.32 ,    15.0 ,       0 ,     267 ,M
LRALT,SR19                ,COLE,2, 15.5 , 1.32 ,    15.0 ,       0 ,     267 ,M
E-LRALT,SR19                ,COLE,3, 15.5 , 1.32 ,    15.0 ,       0 ,     267 ,M
SRALT,SR19                ,COLE,1, 12.0 , 1.32 ,    12.0 ,       0 ,     267 ,M
Hera,SR19                ,COLE,2, 11.2 , 1.32 ,    10.8 ,       0 ,     267 ,M
Juno,SR19                ,OSCC,2, 11.2 , 1.32 ,    10.8 ,       0 ,     267 ,M
Minuteman 2 PLV,SR19                ,LMMS,2, 10.3 , 1.32 ,    15.0 ,       0 ,     267 ,M
R-21,R-21                ,SKB385,1, 13.0 , 1.30 ,    16.6 ,       0 ,,M
R-13,R-13                ,SKB385,1, 11.8 , 1.30 ,    13.7 ,       0 ,,B
K-4,K-4                 ,DRDO,2, 12.0 , 1.30 ,    17.0 ,       0 ,,M
PDV Mk II,K-4                 ,DRDO,3, 12.0 , 1.30 ,    17.0 ,       0 ,,M
V-825,V-825               ,FAKEL,1, 18.5 , 1.30 ,    16.6 ,       0 ,,B
Qaem-100,Qaem,IRGC,3, 15.0 , 1.25 ,    40.0 ,       0 ,,O
Sejjil,Sejjil              ,IR,2, 17.6 , 1.25 ,    23.6 ,       0 ,     255 ,B
Sejjil-2,Sejjil              ,IR,2, 17.9 , 1.25 ,    23.6 ,       0 ,     560 ,B
Ashura,Sejjil              ,IR,2, 10.0 , 1.25 ,    20.0 ,       0 ,     560 ,B
Hwasong-7,Nodong              ,KPA,1, 16.0 , 1.25 ,    16.0 ,       0 ,     255 ,B
Shahab 3,Nodong              ,IR,1, 15.6 , 1.25 ,    16.0 ,       0 ,     255 ,B
Salman,Nodong              ,IR,1, 15.6 , 1.25 ,    16.0 ,       0 ,     255 ,B
